291,20,,
391,20,,
130,20,,
253,20,,
230,20,,
333,20,,
403,20,,
48,20,,
14,20,,
221,20,,
390,20,,
1,20,,
228,136,1132.0,1142.0
302,52,654.0,664.0
15,11,745.0,755.0
332,277,446.0,456.0
195,351,429.0,439.0
216,371,641.0,651.0
270,113,449.0,459.0
253,283,868.0,878.0
176,118,658.0,668.0
112,389,1113.0,1123.0
148,11,890.0,900.0
284,328,846.0,856.0
95,322,522.0,532.0
61,380,723.0,733.0
369,364,760.0,770.0
216,259,932.0,942.0
97,155,1106.0,1116.0
300,255,710.0,720.0
201,301,937.0,947.0
245,124,455.0,465.0
212,340,833.0,843.0
187,280,597.0,607.0
397,345,1139.0,1149.0
44,224,803.0,813.0
260,55,1099.0,1109.0
266,201,587.0,597.0
250,375,799.0,809.0
240,22,450.0,460.0
360,314,735.0,745.0
296,201,1027.0,1037.0
87,86,1082.0,1092.0
116,6,934.0,944.0
276,280,624.0,634.0
207,263,657.0,667.0
295,180,772.0,782.0
137,337,890.0,900.0
311,373,981.0,991.0
196,401,425.0,435.0
414,66,944.0,954.0
398,287,951.0,961.0
218,28,630.0,640.0
186,291,912.0,922.0
102,258,987.0,997.0
248,182,843.0,853.0
177,0,844.0,854.0
276,319,971.0,981.0
169,234,1047.0,1057.0
14,411,1034.0,1044.0
325,90,655.0,665.0
299,92,983.0,993.0
408,282,513.0,523.0
16,344,681.0,691.0
42,8,492.0,502.0
7,386,883.0,893.0
127,137,707.0,717.0
408,319,532.0,542.0
176,148,609.0,619.0
85,81,491.0,501.0
270,86,681.0,691.0
139,331,1092.0,1102.0
232,359,721.0,731.0
254,242,749.0,759.0
12,159,536.0,546.0
175,215,815.0,825.0
132,55,612.0,622.0
373,261,679.0,689.0
310,221,634.0,644.0
115,9,441.0,451.0
74,18,826.0,836.0
228,360,584.0,594.0
347,218,938.0,948.0
112,322,977.0,987.0
264,230,1131.0,1141.0
268,332,648.0,658.0
202,345,451.0,461.0
411,164,1009.0,1019.0
323,218,1095.0,1105.0
377,152,480.0,490.0
108,24,548.0,558.0
36,39,733.0,743.0
152,380,737.0,747.0
213,289,582.0,592.0
66,4,678.0,688.0
19,302,994.0,1004.0
291,235,642.0,652.0
399,360,595.0,605.0
260,19,1057.0,1067.0
102,177,807.0,817.0
105,293,521.0,531.0
221,302,1110.0,1120.0
252,53,618.0,628.0
199,151,1101.0,1111.0
255,8,936.0,946.0
313,205,753.0,763.0
9,80,708.0,718.0
167,415,625.0,635.0
400,69,996.0,1006.0
219,109,767.0,777.0
345,49,692.0,702.0
280,176,808.0,818.0
273,248,1123.0,1133.0
120,33,965.0,975.0
43,68,461.0,471.0
85,275,593.0,603.0
137,388,638.0,648.0
307,259,760.0,770.0
188,173,681.0,691.0
58,149,768.0,778.0
309,399,660.0,670.0
69,296,920.0,930.0
394,53,984.0,994.0
20,208,748.0,758.0
194,403,494.0,504.0
