130,20,,
183,20,,
353,20,,
333,20,,
14,20,,
397,20,,
332,20,,
80,20,,
190,20,,
126,20,,
278,20,,
293,20,,
6,374,675.0,685.0
208,143,641.0,651.0
392,199,606.0,616.0
390,408,583.0,593.0
71,316,493.0,503.0
227,64,1052.0,1062.0
0,2,555.0,565.0
396,110,634.0,644.0
85,148,589.0,599.0
101,276,741.0,751.0
320,104,1114.0,1124.0
353,100,606.0,616.0
152,11,812.0,822.0
212,84,789.0,799.0
135,33,569.0,579.0
154,308,759.0,769.0
1,305,1020.0,1030.0
362,173,1114.0,1124.0
158,181,487.0,497.0
246,356,733.0,743.0
94,246,743.0,753.0
360,90,903.0,913.0
131,11,478.0,488.0
206,9,786.0,796.0
403,214,982.0,992.0
192,296,794.0,804.0
231,23,429.0,439.0
319,100,605.0,615.0
386,125,541.0,551.0
176,262,893.0,903.0
268,128,783.0,793.0
55,301,893.0,903.0
151,18,796.0,806.0
46,106,863.0,873.0
262,312,768.0,778.0
75,174,791.0,801.0
359,279,702.0,712.0
159,351,514.0,524.0
156,90,744.0,754.0
320,76,500.0,510.0
158,247,1125.0,1135.0
368,24,585.0,595.0
307,273,502.0,512.0
16,121,835.0,845.0
176,128,1028.0,1038.0
333,215,886.0,896.0
28,326,569.0,579.0
410,252,453.0,463.0
106,66,762.0,772.0
67,322,997.0,1007.0
54,86,843.0,853.0
190,76,864.0,874.0
215,150,480.0,490.0
232,317,564.0,574.0
267,232,593.0,603.0
352,373,919.0,929.0
245,140,745.0,755.0
240,206,718.0,728.0
57,193,570.0,580.0
91,321,964.0,974.0
173,92,931.0,941.0
251,139,511.0,521.0
400,280,947.0,957.0
184,32,934.0,944.0
355,300,784.0,794.0
17,388,1099.0,1109.0
186,286,733.0,743.0
143,248,1104.0,1114.0
394,353,691.0,701.0
174,332,720.0,730.0
297,5,602.0,612.0
280,396,905.0,915.0
166,343,676.0,686.0
237,147,700.0,710.0
331,344,932.0,942.0
178,140,785.0,795.0
176,377,1079.0,1089.0
179,88,838.0,848.0
230,186,1124.0,1134.0
265,72,762.0,772.0
85,101,962.0,972.0
244,144,790.0,800.0
40,368,1128.0,1138.0
373,213,1106.0,1116.0
315,399,595.0,605.0
264,340,1014.0,1024.0
154,319,850.0,860.0
396,326,986.0,996.0
368,14,697.0,707.0
81,300,620.0,630.0
319,332,871.0,881.0
112,388,605.0,615.0
92,323,1122.0,1132.0
241,115,462.0,472.0
27,68,589.0,599.0
162,92,533.0,543.0
99,280,914.0,924.0
212,238,456.0,466.0
194,339,779.0,789.0
36,302,1046.0,1056.0
