303,20,,
66,20,,
309,20,,
320,20,,
33,20,,
6,20,,
132,20,,
119,20,,
367,20,,
276,20,,
243,20,,
327,20,,
118,325,574.0,584.0
267,199,575.0,585.0
343,397,435.0,445.0
81,388,485.0,495.0
21,154,1025.0,1035.0
137,242,451.0,461.0
368,198,1029.0,1039.0
202,372,857.0,867.0
227,68,1010.0,1020.0
49,18,794.0,804.0
253,111,559.0,569.0
344,223,684.0,694.0
154,215,1061.0,1071.0
197,293,939.0,949.0
273,299,779.0,789.0
299,118,837.0,847.0
349,14,764.0,774.0
310,343,706.0,716.0
83,357,1132.0,1142.0
277,292,754.0,764.0
53,365,1002.0,1012.0
108,324,1091.0,1101.0
136,145,1007.0,1017.0
32,246,547.0,557.0
247,45,1074.0,1084.0
409,34,772.0,782.0
77,10,840.0,850.0
218,393,720.0,730.0
60,22,845.0,855.0
314,389,1039.0,1049.0
193,367,466.0,476.0
169,282,1020.0,1030.0
258,120,705.0,715.0
158,3,456.0,466.0
55,307,498.0,508.0
16,101,968.0,978.0
149,312,837.0,847.0
79,353,689.0,699.0
173,160,463.0,473.0
70,193,788.0,798.0
235,266,805.0,815.0
329,304,815.0,825.0
286,52,1117.0,1127.0
415,259,1055.0,1065.0
220,324,697.0,707.0
154,223,663.0,673.0
266,155,684.0,694.0
173,5,981.0,991.0
296,161,845.0,855.0
192,315,440.0,450.0
323,68,1023.0,1033.0
324,321,481.0,491.0
238,180,760.0,770.0
180,311,1115.0,1125.0
377,250,705.0,715.0
301,31,442.0,452.0
10,189,1112.0,1122.0
321,233,677.0,687.0
303,307,725.0,735.0
90,186,747.0,757.0
160,388,609.0,619.0
304,135,798.0,808.0
403,193,727.0,737.0
395,13,527.0,537.0
350,376,1002.0,1012.0
158,256,554.0,564.0
334,411,647.0,657.0
122,167,695.0,705.0
347,222,611.0,621.0
357,49,1085.0,1095.0
307,164,524.0,534.0
345,114,761.0,771.0
414,86,868.0,878.0
172,379,501.0,511.0
111,291,1085.0,1095.0
138,115,881.0,891.0
17,271,543.0,553.0
161,413,615.0,625.0
93,142,1008.0,1018.0
413,328,768.0,778.0
412,317,507.0,517.0
301,66,773.0,783.0
149,265,851.0,861.0
237,177,697.0,707.0
213,148,1069.0,1079.0
290,209,849.0,859.0
211,79,456.0,466.0
2,244,624.0,634.0
261,222,1057.0,1067.0
367,113,992.0,1002.0
381,233,453.0,463.0
382,265,1098.0,1108.0
278,174,715.0,725.0
34,301,652.0,662.0
61,414,713.0,723.0
23,17,670.0,680.0
262,101,1130.0,1140.0
295,25,860.0,870.0
246,381,433.0,443.0
87,257,543.0,553.0
122,339,727.0,737.0
268,274,440.0,450.0
27,313,843.0,853.0
174,64,536.0,546.0
276,244,678.0,688.0
180,113,482.0,492.0
62,273,622.0,632.0
87,122,542.0,552.0
412,65,700.0,710.0
249,321,427.0,437.0
204,25,1004.0,1014.0
127,137,697.0,707.0
269,266,1052.0,1062.0
26,242,853.0,863.0
397,0,750.0,760.0
396,64,476.0,486.0
63,25,467.0,477.0
247,16,490.0,500.0
263,257,508.0,518.0
161,80,921.0,931.0
36,179,742.0,752.0
331,199,815.0,825.0
155,184,1020.0,1030.0
97,168,691.0,701.0
63,65,858.0,868.0
1,366,988.0,998.0
407,40,809.0,819.0
91,21,1000.0,1010.0
235,309,802.0,812.0
400,277,1085.0,1095.0
325,410,809.0,819.0
318,220,464.0,474.0
190,321,474.0,484.0
389,359,928.0,938.0
215,355,742.0,752.0
235,9,848.0,858.0
111,274,670.0,680.0
355,302,696.0,706.0
411,217,493.0,503.0
218,66,649.0,659.0
166,191,448.0,458.0
404,134,992.0,1002.0
237,353,544.0,554.0
374,339,546.0,556.0
405,192,962.0,972.0
55,375,1103.0,1113.0
288,272,746.0,756.0
415,300,525.0,535.0
242,73,425.0,435.0
396,199,661.0,671.0
269,47,465.0,475.0
50,337,997.0,1007.0
91,12,804.0,814.0
62,13,769.0,779.0
344,246,537.0,547.0
145,296,1133.0,1143.0
408,45,726.0,736.0
392,288,457.0,467.0
270,366,943.0,953.0
54,283,664.0,674.0
283,31,522.0,532.0
166,288,983.0,993.0
39,123,604.0,614.0
330,127,604.0,614.0
315,358,885.0,895.0
129,188,823.0,833.0
203,179,1033.0,1043.0
214,42,989.0,999.0
256,120,804.0,814.0
382,82,842.0,852.0
353,291,845.0,855.0
345,264,1013.0,1023.0
247,79,1122.0,1132.0
205,76,1078.0,1088.0
49,254,586.0,596.0
357,264,915.0,925.0
300,368,873.0,883.0
69,136,610.0,620.0
75,299,623.0,633.0
161,118,947.0,957.0
275,399,1127.0,1137.0
343,361,722.0,732.0
304,299,843.0,853.0
136,111,1018.0,1028.0
11,137,734.0,744.0
411,195,910.0,920.0
88,291,625.0,635.0
122,164,789.0,799.0
396,73,914.0,924.0
357,245,848.0,858.0
306,105,1138.0,1148.0
297,334,899.0,909.0
14,246,990.0,1000.0
204,400,494.0,504.0
239,117,466.0,476.0
331,367,660.0,670.0
35,111,1111.0,1121.0
123,97,680.0,690.0
70,95,684.0,694.0
360,345,1056.0,1066.0
